Temperature,Pulse,Disease
35.856302841339726,87,Severe Hypothermia
42.96754292001548,175,Severe Heat Stress
49.04908538442442,61,Severe Heat Stress
35.59015311002764,45,Severe Hypothermia
36.831648710150404,143,Hypothermia
41.78298542425153,75,Severe Heat Stress
49.008125262918576,118,Severe Heat Stress
39.742341574651256,155,Moderate Heat Stress
42.60852213032589,96,Severe Heat Stress
35.62359288575588,88,Severe Hypothermia
37.22514801443133,121,Severe Tachycardia
49.7994518443827,105,Severe Heat Stress
49.47678044654069,116,Severe Heat Stress
35.07409971401614,84,Severe Hypothermia
49.27717678134859,118,Severe Heat Stress
44.586799067232505,59,Severe Heat Stress
48.01877441780033,162,Severe Heat Stress
41.82109783450789,106,Severe Heat Stress
42.733940428688754,122,Severe Heat Stress
42.3326987038538,42,Severe Heat Stress
45.00296386319157,103,Severe Heat Stress
37.094768821344694,79,Healthy
35.44960384809017,98,Severe Hypothermia
39.618949123867864,101,Moderate Heat Stress
45.5702114410497,171,Severe Heat Stress
38.027801781844225,99,Severe Tachycardia
45.10148649987376,155,Severe Heat Stress
49.54868069160906,114,Severe Heat Stress
36.40851073684128,161,Hypothermia
45.089031773376895,146,Severe Heat Stress
41.65625328956857,135,Severe Heat Stress
48.022133815662585,130,Severe Heat Stress
37.65724684171079,169,Severe Tachycardia
45.38938928339247,101,Severe Heat Stress
47.57172934472165,88,Severe Heat Stress
49.16921329211035,176,Severe Heat Stress
45.24872042434469,131,Severe Heat Stress
42.45762146012641,163,Severe Heat Stress
44.26770860301821,100,Severe Heat Stress
48.033574767180774,87,Severe Heat Stress
43.55914619958244,175,Severe Heat Stress
35.455805895452556,97,Severe Hypothermia
48.964230432604666,140,Severe Heat Stress
45.342901265473415,151,Severe Heat Stress
45.147700786658696,101,Severe Heat Stress
38.23512728596576,78,Healthy
44.88328205348986,97,Severe Heat Stress
40.90796608481238,138,Moderate Heat Stress
44.76849465562238,83,Severe Heat Stress
36.598895454619864,68,Hypothermia
44.86767956904554,98,Severe Heat Stress
49.991205886559996,110,Severe Heat Stress
35.72318058290834,131,Severe Hypothermia
49.65761276331976,48,Severe Heat Stress
41.10361941084306,166,Moderate Heat Stress
48.061301755058885,173,Severe Heat Stress
46.7357822608741,170,Severe Heat Stress
43.50524391480002,60,Severe Heat Stress
46.0767381387699,103,Severe Heat Stress
48.177733419520216,129,Severe Heat Stress
41.0621048247655,75,Moderate Heat Stress
39.90549742344858,101,Moderate Heat Stress
45.01390078345377,115,Severe Heat Stress
47.11768912911888,52,Severe Heat Stress
46.43427702164924,50,Severe Heat Stress
46.967204732879516,93,Severe Heat Stress
41.533749722193996,55,Severe Heat Stress
47.26751324262533,47,Severe Heat Stress
36.80313583055913,143,Hypothermia
43.167336469412746,98,Severe Heat Stress
35.08637990747182,96,Severe Hypothermia
39.86878744850405,79,Moderate Heat Stress
40.49692302307097,169,Moderate Heat Stress
40.94259037413883,133,Moderate Heat Stress
45.43200810034793,177,Severe Heat Stress
40.82837151905519,83,Moderate Heat Stress
41.73040433933796,178,Severe Heat Stress
38.563161963114915,119,Mild Heat Stress
40.598776874440105,120,Moderate Heat Stress
38.409044408947274,41,Bradycardia
36.09793885652665,179,Hypothermia
44.05172890072067,154,Severe Heat Stress
45.023191978325244,129,Severe Heat Stress
44.29235519014422,62,Severe Heat Stress
41.952410657008585,101,Severe Heat Stress
40.69678670268845,152,Moderate Heat Stress
47.95000474357738,167,Severe Heat Stress
42.78622677704327,101,Severe Heat Stress
42.187728164445964,77,Severe Heat Stress
35.384630987096536,100,Severe Hypothermia
40.11871741439234,168,Moderate Heat Stress
40.702934281787854,161,Moderate Heat Stress
40.98234171345351,149,Moderate Heat Stress
43.702585538409984,52,Severe Heat Stress
43.004038200903175,139,Severe Heat Stress
44.11857639190167,174,Severe Heat Stress
46.473248923131926,61,Severe Heat Stress
47.1947860807414,113,Severe Heat Stress
45.77184614339742,171,Severe Heat Stress
49.33285543932402,62,Severe Heat Stress
35.273488740145424,158,Severe Hypothermia
37.936669785253194,109,Severe Tachycardia
35.11344312467213,123,Severe Hypothermia
44.71212071231905,140,Severe Heat Stress
48.470458234249804,123,Severe Heat Stress
38.65223444864449,67,Mild Heat Stress
48.9055181719446,175,Severe Heat Stress
35.90401085434341,40,Severe Hypothermia
49.01654040208271,102,Severe Heat Stress
40.27434030859452,61,Moderate Heat Stress
36.52131242673825,109,Hypothermia
42.28807638779489,164,Severe Heat Stress
38.85164851580762,135,Mild Heat Stress
39.27309352942884,118,Mild Heat Stress
39.6093494738943,44,Moderate Heat Stress
47.04538846748995,99,Severe Heat Stress
43.08741915012882,159,Severe Heat Stress
39.66961548734005,85,Moderate Heat Stress
44.15500674966378,173,Severe Heat Stress
45.7422601133479,95,Severe Heat Stress
39.08936001100301,149,Mild Heat Stress
41.203236522880275,143,Moderate Heat Stress
36.82829140005421,116,Hypothermia
37.71724024302021,41,Bradycardia
45.216767809474746,47,Severe Heat Stress
37.721575215434406,114,Severe Tachycardia
42.8774507550059,164,Severe Heat Stress
45.63569392583649,77,Severe Heat Stress
36.60315384642116,66,Hypothermia
43.50968329443356,59,Severe Heat Stress
38.848441755520454,179,Mild Heat Stress
49.4439031285637,82,Severe Heat Stress
42.25318470079887,70,Severe Heat Stress
47.08988824662737,130,Severe Heat Stress
43.253398132343925,100,Severe Heat Stress
35.65118799282229,148,Severe Hypothermia
44.49727063391033,130,Severe Heat Stress
49.271050133099855,134,Severe Heat Stress
44.02417730219497,52,Severe Heat Stress
47.287832891401855,152,Severe Heat Stress
48.263096950226114,74,Severe Heat Stress
38.421196579233985,87,Severe Tachycardia
38.1806725986234,74,Healthy
44.16471483276487,125,Severe Heat Stress
41.16542704710057,153,Moderate Heat Stress
47.597919543000806,139,Severe Heat Stress
48.50034685097017,138,Severe Heat Stress
40.30132068954077,42,Moderate Heat Stress
38.55305838461723,124,Mild Heat Stress
46.70788272865793,164,Severe Heat Stress
39.12209053322204,177,Mild Heat Stress
47.33921477770517,122,Severe Heat Stress
41.356073804731444,64,Moderate Heat Stress
45.01324848937206,107,Severe Heat Stress
36.43302970752002,100,Hypothermia
44.3578898701486,68,Severe Heat Stress
41.776515181058436,166,Severe Heat Stress
43.79912694763211,58,Severe Heat Stress
37.520213116172954,113,Severe Tachycardia
46.053106174162735,100,Severe Heat Stress
47.941956163148426,59,Severe Heat Stress
38.251097001361636,87,Severe Tachycardia
36.43571833280242,126,Hypothermia
35.354578790695044,178,Severe Hypothermia
44.62957250664899,149,Severe Heat Stress
44.10641054133171,67,Severe Heat Stress
43.20046119071105,98,Severe Heat Stress
38.479206441739635,172,Severe Tachycardia
40.86358993858272,90,Moderate Heat Stress
43.9171450277926,51,Severe Heat Stress
42.45150288288754,89,Severe Heat Stress
49.81678280322331,171,Severe Heat Stress
37.046596288351,152,Severe Tachycardia
45.42716831071391,53,Severe Heat Stress
41.064781521564385,71,Moderate Heat Stress
41.422994223884224,178,Moderate Heat Stress
45.76396648487264,94,Severe Heat Stress
45.386542269865544,159,Severe Heat Stress
49.86883990553282,114,Severe Heat Stress
36.925914341811875,60,Hypothermia
36.561644740762496,172,Hypothermia
45.86508225693112,126,Severe Heat Stress
43.67580375509614,98,Severe Heat Stress
39.11240999839709,128,Mild Heat Stress
36.1912905348348,122,Hypothermia
36.284873743946456,104,Hypothermia
48.41286311996177,103,Severe Heat Stress
37.87800987078114,110,Severe Tachycardia
39.85057343173281,43,Moderate Heat Stress
38.39984603340482,143,Severe Tachycardia
40.32494458747906,132,Moderate Heat Stress
36.041357641191404,151,Hypothermia
42.78589686362405,158,Severe Heat Stress
36.01418845388322,98,Hypothermia
47.005347617335424,82,Severe Heat Stress
38.5056812286565,51,Mild Heat Stress
43.10017871906766,79,Severe Heat Stress
48.20118631342187,157,Severe Heat Stress
44.76316053570791,59,Severe Heat Stress
42.99436679827003,170,Severe Heat Stress
39.865006296730634,129,Moderate Heat Stress
39.99502869587297,133,Moderate Heat Stress
45.04230432797285,52,Severe Heat Stress
49.91209041831751,105,Severe Heat Stress
44.92758784774068,76,Severe Heat Stress
43.36675126055037,105,Severe Heat Stress
45.959757653588696,75,Severe Heat Stress
41.97808418425577,65,Severe Heat Stress
35.902135139011776,114,Severe Hypothermia
43.434452238168646,147,Severe Heat Stress
49.3643792675807,82,Severe Heat Stress
37.629544135364895,47,Bradycardia
45.350073362309985,68,Severe Heat Stress
38.01400532988585,79,Healthy
43.03741526709622,167,Severe Heat Stress
36.450146744700795,123,Hypothermia
41.75556404387278,155,Severe Heat Stress
46.34244993342869,101,Severe Heat Stress
40.21357286358473,46,Moderate Heat Stress
44.97367586730827,84,Severe Heat Stress
46.93174941184594,127,Severe Heat Stress
48.90766729219179,112,Severe Heat Stress
38.5196312278318,76,Mild Heat Stress
40.989738737139625,158,Moderate Heat Stress
37.28624019995626,96,Severe Tachycardia
49.887252532375626,47,Severe Heat Stress
48.905014518864434,134,Severe Heat Stress
43.099356954208396,156,Severe Heat Stress
47.63049941564632,149,Severe Heat Stress
42.81436965908063,59,Severe Heat Stress
44.353785320041396,163,Severe Heat Stress
36.33686648174025,92,Hypothermia
46.32905630745212,158,Severe Heat Stress
36.915702254528526,51,Hypothermia
47.391014453787925,56,Severe Heat Stress
46.73042131505579,103,Severe Heat Stress
45.631170466144646,81,Severe Heat Stress
35.54240570787143,133,Severe Hypothermia
39.54692533917993,50,Moderate Heat Stress
38.94668854866264,137,Mild Heat Stress
40.40204611207279,110,Moderate Heat Stress
36.314641201457576,147,Hypothermia
49.05436734546594,97,Severe Heat Stress
43.30703361068564,73,Severe Heat Stress
39.58286465987035,59,Moderate Heat Stress
40.95472275611425,89,Moderate Heat Stress
41.708038107572534,141,Severe Heat Stress
44.00891500040926,177,Severe Heat Stress
42.73519141544747,91,Severe Heat Stress
48.790879598216264,54,Severe Heat Stress
42.454452243587454,123,Severe Heat Stress
49.88237022234969,170,Severe Heat Stress
47.77137436617644,76,Severe Heat Stress
38.12765771536004,165,Severe Tachycardia
48.958928219658745,79,Severe Heat Stress
36.74549596828214,111,Hypothermia
47.26174562736787,79,Severe Heat Stress
40.7093494021487,95,Moderate Heat Stress
48.169614806676044,143,Severe Heat Stress
48.020850351611756,178,Severe Heat Stress
47.08888100176432,149,Severe Heat Stress
46.85045654460592,175,Severe Heat Stress
39.57018708647061,132,Moderate Heat Stress
36.21378924576878,133,Hypothermia
41.044702681477425,95,Moderate Heat Stress
37.60286772479763,99,Severe Tachycardia
45.42426633353693,177,Severe Heat Stress
40.19149589806678,78,Moderate Heat Stress
49.63415301289872,67,Severe Heat Stress
44.61458116017998,88,Severe Heat Stress
47.33720845451541,164,Severe Heat Stress
36.987870091127725,52,Hypothermia
47.93021723408934,75,Severe Heat Stress
48.84135785770091,140,Severe Heat Stress
42.30592878228404,65,Severe Heat Stress
44.093794066264664,125,Severe Heat Stress
46.472147013544934,43,Severe Heat Stress
37.62257940890619,121,Severe Tachycardia
42.538491146951635,166,Severe Heat Stress
40.9799454165847,127,Moderate Heat Stress
37.195609882433736,166,Severe Tachycardia
40.51301633437297,159,Moderate Heat Stress
36.022584640782405,61,Hypothermia
35.38717860424231,169,Severe Hypothermia
37.02749433732234,70,Healthy
49.44672667383761,158,Severe Heat Stress
43.24294303842525,50,Severe Heat Stress
49.4873324172983,85,Severe Heat Stress
41.48746817495198,135,Moderate Heat Stress
39.677241996278894,49,Moderate Heat Stress
42.59212794260366,167,Severe Heat Stress
41.59267532949365,138,Severe Heat Stress
36.58497026392616,151,Hypothermia
44.612394720353095,99,Severe Heat Stress
38.240572737643994,126,Severe Tachycardia
44.293819323467446,104,Severe Heat Stress
44.7530163859723,96,Severe Heat Stress
37.28037279692972,145,Severe Tachycardia
35.920244406660025,48,Severe Hypothermia
46.7114237910266,61,Severe Heat Stress
41.897006356539805,128,Severe Heat Stress
35.87245693258214,57,Severe Hypothermia
49.922994757546505,154,Severe Heat Stress
35.8667084149455,145,Severe Hypothermia
45.425528432878295,54,Severe Heat Stress
49.7551838789512,102,Severe Heat Stress
38.58770156323888,52,Mild Heat Stress
37.133740530307946,120,Severe Tachycardia
36.82077409133643,71,Hypothermia
39.549127213513934,176,Moderate Heat Stress
36.5156871651597,79,Hypothermia
45.38242012541198,121,Severe Heat Stress
35.93437697195094,116,Severe Hypothermia
42.64133192224685,115,Severe Heat Stress
49.95045280779465,77,Severe Heat Stress
47.209554042590284,110,Severe Heat Stress
44.228291573465164,87,Severe Heat Stress
39.593804311799175,57,Moderate Heat Stress
44.35843754437458,78,Severe Heat Stress
42.90562195867477,128,Severe Heat Stress
41.391250758355575,101,Moderate Heat Stress
36.96065565110299,148,Hypothermia
48.299063228607,120,Severe Heat Stress
41.74676973231984,173,Severe Heat Stress
37.919337677311475,116,Severe Tachycardia
40.516390263159344,129,Moderate Heat Stress
41.211946287933905,53,Moderate Heat Stress
47.41306843350311,134,Severe Heat Stress
46.00421570842103,93,Severe Heat Stress
46.5395734046201,171,Severe Heat Stress
35.16546896642971,78,Severe Hypothermia
41.242309972696425,111,Moderate Heat Stress
42.220162274529855,64,Severe Heat Stress
35.28788415234585,116,Severe Hypothermia
38.897198131175514,159,Mild Heat Stress
46.404347346832026,92,Severe Heat Stress
37.05664558593499,170,Severe Tachycardia
43.02965197178887,135,Severe Heat Stress
38.22802808025856,111,Severe Tachycardia
35.1818116196584,101,Severe Hypothermia
38.61802186399312,45,Mild Heat Stress
49.6381063236508,71,Severe Heat Stress
47.02305667824484,138,Severe Heat Stress
49.3936496648155,177,Severe Heat Stress
42.31781065889544,170,Severe Heat Stress
36.646042980162555,115,Hypothermia
43.219392334605395,98,Severe Heat Stress
41.81566001839941,70,Severe Heat Stress
47.66535624109424,132,Severe Heat Stress
36.47123871176367,108,Hypothermia
42.32361705532667,91,Severe Heat Stress
37.250729970409765,128,Severe Tachycardia
39.8701389033509,166,Moderate Heat Stress
46.060356160816994,70,Severe Heat Stress
42.1402719405315,123,Severe Heat Stress
40.63832427718654,166,Moderate Heat Stress
40.91714417855053,171,Moderate Heat Stress
41.8917015260898,52,Severe Heat Stress
46.77524815755585,84,Severe Heat Stress
48.38127033410352,166,Severe Heat Stress
49.330020297558924,153,Severe Heat Stress
46.80355079382943,59,Severe Heat Stress
39.73110343622019,120,Moderate Heat Stress
45.322020591298134,168,Severe Heat Stress
41.56404686083088,56,Severe Heat Stress
38.82005933069077,97,Mild Heat Stress
47.61307369138884,111,Severe Heat Stress
35.57639523443488,148,Severe Hypothermia
48.52642988203135,62,Severe Heat Stress
41.92216196937101,111,Severe Heat Stress
44.55802215212421,47,Severe Heat Stress
44.89030883308674,98,Severe Heat Stress
48.426766110598045,150,Severe Heat Stress
44.55004523250811,52,Severe Heat Stress
44.20900377140093,55,Severe Heat Stress
35.99978060841035,158,Severe Hypothermia
42.77612032917806,41,Severe Heat Stress
37.25253501225563,69,Healthy
46.061506530822285,142,Severe Heat Stress
42.68332881219012,52,Severe Heat Stress
45.2034166881253,135,Severe Heat Stress
35.625093509035764,133,Severe Hypothermia
36.27188024068705,121,Hypothermia
45.744850820940236,52,Severe Heat Stress
36.0812650399801,133,Hypothermia
36.06885091647888,151,Hypothermia
35.18162712852331,94,Severe Hypothermia
49.3475209744922,120,Severe Heat Stress
46.062625391885106,155,Severe Heat Stress
40.29877112753096,147,Moderate Heat Stress
39.44803371931483,92,Mild Heat Stress
40.24554844618774,167,Moderate Heat Stress
46.61980296771773,96,Severe Heat Stress
44.920559166056215,91,Severe Heat Stress
37.77793351801202,176,Severe Tachycardia
37.611640030011266,150,Severe Tachycardia
36.47593474570096,40,Hypothermia
44.90454079552007,83,Severe Heat Stress
46.465589933326044,114,Severe Heat Stress
38.97569642487506,137,Mild Heat Stress
35.31417441546369,48,Severe Hypothermia
36.23257501214641,71,Hypothermia
49.51790052267546,54,Severe Heat Stress
39.43167166216131,179,Mild Heat Stress
46.538347217572,175,Severe Heat Stress
44.36995353281396,111,Severe Heat Stress
40.72909459479344,51,Moderate Heat Stress
38.08530893293333,104,Severe Tachycardia
36.8207962723911,146,Hypothermia
44.225194520583,81,Severe Heat Stress
46.61950670956682,154,Severe Heat Stress
44.65856380311696,178,Severe Heat Stress
42.95453199873737,142,Severe Heat Stress
35.62926835147454,134,Severe Hypothermia
49.52733166391576,56,Severe Heat Stress
46.98071287481862,124,Severe Heat Stress
39.39233055051447,95,Mild Heat Stress
49.69955494038276,173,Severe Heat Stress
44.02822384454483,125,Severe Heat Stress
43.7363398731087,141,Severe Heat Stress
46.22109769144298,93,Severe Heat Stress
47.17654682135206,154,Severe Heat Stress
44.847179109972544,178,Severe Heat Stress
36.921436195493,127,Hypothermia
40.07401258991747,88,Moderate Heat Stress
48.92125460489075,154,Severe Heat Stress
38.36923417765778,102,Severe Tachycardia
40.5825053575627,143,Moderate Heat Stress
41.48115324416294,122,Moderate Heat Stress
41.591074845416784,142,Severe Heat Stress
44.19409373741788,56,Severe Heat Stress
49.146137566170616,45,Severe Heat Stress
38.61039067748757,67,Mild Heat Stress
36.82252064451377,77,Hypothermia
37.96205734789906,158,Severe Tachycardia
48.303873503139044,76,Severe Heat Stress
44.687162189828086,154,Severe Heat Stress
39.288601838587404,107,Mild Heat Stress
47.23920408452926,82,Severe Heat Stress
47.92054994545154,97,Severe Heat Stress
47.69771508035417,52,Severe Heat Stress
48.78389800459332,91,Severe Heat Stress
38.783615302600424,97,Mild Heat Stress
46.325628931194174,71,Severe Heat Stress
41.9080924591121,144,Severe Heat Stress
47.62997829335092,122,Severe Heat Stress
45.9273601574242,138,Severe Heat Stress
46.64671169749587,143,Severe Heat Stress
44.84242756521607,67,Severe Heat Stress
37.661431542045605,168,Severe Tachycardia
43.17540378345407,87,Severe Heat Stress
49.770046092867624,79,Severe Heat Stress
49.06082099745679,136,Severe Heat Stress
35.647606036955175,153,Severe Hypothermia
37.47222223594156,171,Severe Tachycardia
36.97593160181843,176,Hypothermia
45.88969864977943,150,Severe Heat Stress
47.266779947854175,115,Severe Heat Stress
38.202670494660076,70,Healthy
42.587790394277434,158,Severe Heat Stress
47.610545420168,64,Severe Heat Stress
45.992023171493756,73,Severe Heat Stress
43.133558082377725,106,Severe Heat Stress
43.855215356881594,157,Severe Heat Stress
42.6254082037442,112,Severe Heat Stress
39.46322676978231,65,Mild Heat Stress
43.47532989288524,143,Severe Heat Stress
45.33327953075136,49,Severe Heat Stress
48.09984373791212,106,Severe Heat Stress
44.54437030968872,44,Severe Heat Stress
46.41682305564737,66,Severe Heat Stress
37.401074524318595,152,Severe Tachycardia
41.92336211629685,54,Severe Heat Stress
35.1399742974064,144,Severe Hypothermia
38.70018296782435,83,Mild Heat Stress
45.89692572669507,65,Severe Heat Stress
49.87714927024045,134,Severe Heat Stress
36.487671493808236,123,Hypothermia
41.02241473791932,179,Moderate Heat Stress
47.00106453048739,171,Severe Heat Stress
38.06053451943348,126,Severe Tachycardia
43.32627423953429,151,Severe Heat Stress
45.996069440445126,168,Severe Heat Stress
44.23978175390268,128,Severe Heat Stress
37.820371019231246,105,Severe Tachycardia
40.33076853028609,170,Moderate Heat Stress
46.75687676728096,161,Severe Heat Stress
43.31339771198025,123,Severe Heat Stress
35.07844420314369,155,Severe Hypothermia
46.41486140042141,155,Severe Heat Stress
35.529670324103584,77,Severe Hypothermia
46.18600674096848,149,Severe Heat Stress
38.03720840247856,85,Possible Viral Infection
49.371102201790706,64,Severe Heat Stress
40.519111269531265,60,Moderate Heat Stress
39.90397424507118,160,Moderate Heat Stress
37.23332075498667,161,Severe Tachycardia
39.58406323235322,172,Moderate Heat Stress
48.14976142742301,109,Severe Heat Stress
49.94501506440871,152,Severe Heat Stress
40.52464295760272,146,Moderate Heat Stress
41.72915946431814,151,Severe Heat Stress
45.831064073041055,147,Severe Heat Stress
48.29293670697612,86,Severe Heat Stress
43.895665012801764,130,Severe Heat Stress
40.87288547266744,57,Moderate Heat Stress
41.18932761272936,143,Moderate Heat Stress
45.4342721974521,79,Severe Heat Stress
35.04827395406418,177,Severe Hypothermia
44.29384006189761,128,Severe Heat Stress
40.332395156620365,100,Moderate Heat Stress
46.91295996915626,44,Severe Heat Stress
36.39485959734698,161,Hypothermia
43.82303400422586,94,Severe Heat Stress
42.21459334829186,76,Severe Heat Stress
44.63488288857841,95,Severe Heat Stress
35.972803917244526,141,Severe Hypothermia
43.69975681142197,132,Severe Heat Stress
43.422268819392855,112,Severe Heat Stress
43.40990141624256,98,Severe Heat Stress
44.05231499894683,41,Severe Heat Stress
45.14701905839543,143,Severe Heat Stress
47.074834995211546,90,Severe Heat Stress
39.04731080192322,69,Mild Heat Stress
47.37574115270093,50,Severe Heat Stress
42.4738352339518,147,Severe Heat Stress
36.155874187014966,115,Hypothermia
35.878263938659686,129,Severe Hypothermia
40.01357478044091,162,Moderate Heat Stress
46.773454656672016,164,Severe Heat Stress
45.61521402111374,161,Severe Heat Stress
46.829224470086096,133,Severe Heat Stress
42.759035846624144,142,Severe Heat Stress
41.60298496933236,70,Severe Heat Stress
37.21178790059426,91,Severe Tachycardia
39.922891304139675,128,Moderate Heat Stress
41.51029049260813,115,Severe Heat Stress
36.32900644519426,168,Hypothermia
38.30917929066817,61,Healthy
43.973379410956085,79,Severe Heat Stress
46.03494671358785,140,Severe Heat Stress
49.975212670894244,150,Severe Heat Stress
48.996699970153365,168,Severe Heat Stress
44.63847799302788,104,Severe Heat Stress
41.31872079941108,118,Moderate Heat Stress
44.54266047062349,61,Severe Heat Stress
46.78477427120348,138,Severe Heat Stress
36.77504286385081,47,Hypothermia
41.148573345444326,56,Moderate Heat Stress
47.59703428453426,56,Severe Heat Stress
40.75749427899566,129,Moderate Heat Stress
43.5780840684078,120,Severe Heat Stress
43.81654041293297,117,Severe Heat Stress
37.76714379700459,45,Bradycardia
40.43353162478432,149,Moderate Heat Stress
40.017669331128985,53,Moderate Heat Stress
35.39295062798097,111,Severe Hypothermia
35.36287645837033,93,Severe Hypothermia
47.4754556551366,66,Severe Heat Stress
39.096062149592186,52,Mild Heat Stress
42.77118149358223,99,Severe Heat Stress
39.48088360383159,45,Mild Heat Stress
49.110188676730104,97,Severe Heat Stress
38.88945138298661,88,Mild Heat Stress
41.444852191084024,65,Moderate Heat Stress
48.09095375726903,86,Severe Heat Stress
47.62900350187713,44,Severe Heat Stress
37.79152126769416,59,Possible Viral Infection
47.03964964693566,173,Severe Heat Stress
41.87280330106839,98,Severe Heat Stress
42.24453308128033,171,Severe Heat Stress
37.00219958623916,56,Possible Bacterial Infection
36.20902270635687,53,Hypothermia
45.91908960460648,52,Severe Heat Stress
42.4469172853295,174,Severe Heat Stress
41.55276053922769,167,Severe Heat Stress
45.942623429785954,83,Severe Heat Stress
46.482693484866644,158,Severe Heat Stress
37.3836225150403,58,Possible Bacterial Infection
44.15337724216462,102,Severe Heat Stress
37.03031123416528,120,Severe Tachycardia
46.270626290435686,139,Severe Heat Stress
44.85432734400709,161,Severe Heat Stress
49.34921931625187,83,Severe Heat Stress
36.03437024534632,143,Hypothermia
35.855820817268814,100,Severe Hypothermia
39.232806120398,164,Mild Heat Stress
